age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
29,4,161478,9,13,4,1,1,1,0,0,0,40,24
21,4,213041,11,9,4,1,3,4,0,0,0,40,5
59,4,21792,11,9,6,8,1,4,0,0,0,10,39
62,4,148113,0,6,2,3,0,2,1,0,0,40,39
20,4,320047,0,6,3,6,1,4,1,0,0,40,39
30,4,291951,11,9,2,3,0,2,1,0,0,40,39
24,4,141113,5,4,2,12,0,4,1,2580,0,40,39
60,0,106282,6,5,6,0,1,4,0,0,0,40,39
20,4,190457,11,9,4,8,3,4,0,0,0,30,39
51,4,246519,0,6,2,6,0,4,1,2105,0,45,39
52,1,129177,11,9,0,1,1,4,0,0,0,40,39
48,4,219565,11,9,2,3,0,4,1,0,0,40,39
33,4,231413,9,13,2,10,0,4,1,0,0,40,39
26,4,224426,12,14,4,4,3,4,1,0,0,38,39
42,4,360879,15,10,2,3,0,4,1,0,0,40,39
19,4,64112,2,8,4,1,1,4,0,0,0,40,39
23,4,224640,15,10,4,4,1,4,0,0,0,40,39
20,4,421474,15,10,4,12,3,4,1,0,0,20,39
37,4,227128,4,3,2,3,0,4,1,0,0,40,39
57,1,414994,15,10,2,4,0,4,1,0,0,40,39
38,4,166062,11,9,0,1,1,4,0,0,0,50,39
23,4,60331,15,10,4,14,1,4,1,0,0,60,39
33,1,122220,15,10,2,4,5,2,0,0,0,40,39
33,4,343925,11,9,4,6,1,2,1,0,0,40,23
31,4,201122,9,13,2,12,0,4,1,0,1902,45,39
21,4,212619,8,11,4,7,3,4,1,0,0,40,39
34,7,204461,12,14,2,10,0,4,1,0,0,50,39
20,4,291979,11,9,2,12,2,4,1,0,0,20,39
41,6,170214,11,9,2,6,0,4,1,0,2179,40,39
58,4,98725,10,16,2,10,0,4,1,0,0,50,39
26,4,336404,11,9,2,11,0,4,1,0,0,40,39
44,4,239723,15,10,3,3,4,4,0,1506,0,45,39
27,4,168470,9,13,4,4,1,4,1,0,0,40,39
41,2,343591,9,13,5,10,4,4,0,0,0,10,39
34,4,113708,2,8,2,3,0,4,1,0,0,59,39
21,4,415755,15,10,4,8,3,4,1,0,0,40,39
17,4,158704,0,6,4,12,3,4,1,0,0,20,39
45,4,341762,12,14,2,4,0,4,1,0,0,65,39
18,4,263024,11,9,4,12,3,4,0,0,0,40,39
24,4,30656,15,10,4,8,1,4,1,0,0,24,39
64,2,47298,10,16,2,11,0,4,1,0,0,45,39
38,4,102478,11,9,4,4,1,4,0,0,0,40,39
39,2,352628,7,12,2,3,5,4,0,0,0,50,39
34,4,340917,14,15,2,4,0,4,1,2829,0,50,0
58,4,281792,9,13,2,10,0,4,1,0,0,40,39
42,4,194636,11,9,2,12,0,4,1,0,0,40,39
23,2,162551,9,13,4,10,3,1,0,0,0,35,3
24,4,117222,11,9,0,6,3,4,1,0,0,40,39
18,4,200290,11,9,4,12,3,4,1,0,0,35,39
36,4,104772,11,9,2,3,0,4,1,0,0,40,39
20,4,130840,0,6,4,6,3,4,1,0,0,40,39
56,4,170066,11,9,2,1,0,4,1,0,0,40,39
60,1,54701,9,13,2,10,0,4,1,0,0,40,39
54,4,143804,0,6,2,7,0,4,1,0,0,40,39
38,4,65382,15,10,2,3,0,4,1,0,0,40,39
39,4,144638,12,14,0,10,1,4,0,0,0,45,39
42,6,199143,14,15,0,10,4,4,0,7430,0,44,39
44,2,387770,15,10,6,1,4,4,0,0,0,15,39
62,4,368476,4,3,2,5,0,4,1,0,0,24,26
21,4,291232,15,10,4,8,1,4,1,0,0,40,39
30,4,316471,9,13,4,1,1,4,1,0,0,50,39
33,4,184178,7,12,2,8,5,2,0,0,0,35,39
35,7,94529,11,9,0,11,4,4,0,0,0,40,39
33,4,167939,11,9,2,8,3,4,0,0,0,25,39
19,2,210308,15,10,4,1,3,4,0,0,1721,30,39
39,4,181661,11,9,2,6,0,4,1,0,0,40,39
23,4,179413,11,9,4,3,4,4,1,0,0,40,39
40,4,202872,15,10,0,1,4,4,0,0,0,24,39
42,5,170721,11,9,2,4,0,4,1,5178,0,50,39
41,4,229472,11,9,4,8,1,4,0,0,0,40,39
24,4,218678,15,10,4,12,1,4,1,0,0,49,39
46,1,308077,14,15,5,10,4,4,0,0,0,40,11
26,4,98155,11,9,2,4,0,4,1,0,0,40,39
27,4,190784,11,9,2,3,0,4,1,3137,0,45,39
56,4,229116,15,10,4,8,1,4,1,0,0,32,39
27,4,116207,6,5,2,3,0,4,1,0,0,32,39
17,4,36801,0,6,4,8,3,4,0,0,0,18,39
26,4,241852,2,8,4,3,4,4,1,0,0,40,39
30,7,184901,9,13,2,4,0,4,1,0,0,40,39
47,4,181758,11,9,4,14,1,2,1,0,0,40,39
25,4,109532,2,8,4,3,3,4,1,0,0,40,39
27,4,292120,11,9,0,13,1,4,0,0,0,45,39
69,1,143849,1,7,6,1,1,4,0,0,0,20,39
45,0,319993,11,9,6,0,4,4,0,0,0,40,26
43,6,54310,9,13,0,10,4,4,1,0,0,50,39
41,2,37848,11,9,4,8,4,4,0,0,0,25,39
48,6,28791,11,9,2,12,5,4,0,0,0,50,39
59,4,131869,11,9,6,8,1,4,0,0,0,35,39
52,4,225317,4,3,2,3,0,4,1,0,0,40,26
51,4,351416,15,10,0,10,4,4,0,0,0,40,39
53,6,151159,0,6,3,14,1,4,1,0,0,99,39
41,4,163287,11,9,2,10,0,4,1,7688,0,43,39
23,4,347867,9,13,4,1,1,4,1,0,0,30,39
39,4,172571,12,14,2,4,0,4,1,0,0,45,39
43,6,194726,11,9,0,3,3,4,1,0,0,35,39
24,4,53942,9,13,2,7,0,4,1,0,0,40,39
58,5,349910,14,15,2,10,0,4,1,0,1977,50,39
54,4,103580,7,12,0,4,4,4,0,0,0,55,39
34,6,196512,11,9,0,4,4,4,0,0,2472,35,39
26,2,176756,11,9,2,13,0,4,1,0,0,75,39
53,5,94214,14,15,2,10,0,1,1,7298,0,50,37
45,4,138626,8,11,0,4,1,4,1,2174,0,50,39
36,4,99233,15,10,2,10,0,4,1,0,1887,40,39
28,4,193868,9,13,4,13,3,4,1,0,0,50,39
47,4,98524,4,3,2,7,0,4,1,0,0,40,39
29,4,267989,11,9,2,3,0,4,1,0,0,45,39
26,4,238768,11,9,2,7,0,4,1,0,0,60,39
34,6,288486,1,7,2,3,0,4,1,0,0,40,39
35,6,135020,15,10,2,12,0,4,1,0,0,75,39
37,4,24721,15,10,0,8,4,4,0,0,0,25,39
39,6,52870,11,9,2,3,0,4,1,0,0,40,39
47,6,190072,15,10,2,3,0,4,1,0,0,40,20
25,4,159662,11,9,2,12,3,4,1,0,0,26,39
69,4,183791,11,9,0,1,1,4,0,0,0,25,39
26,4,160300,11,9,4,7,3,4,1,0,0,40,39
27,4,189589,15,10,0,13,1,4,0,0,0,40,39
64,6,289741,15,10,2,12,0,4,1,0,0,20,39
42,6,201908,14,15,2,10,0,4,1,99999,0,50,39
39,4,280570,9,13,2,4,0,4,1,0,0,45,39
18,0,221312,15,10,4,0,2,4,1,0,0,40,39
27,4,35204,15,10,2,3,0,4,1,0,0,46,39
45,4,81132,15,10,2,3,2,1,1,0,0,40,30
27,4,55743,9,13,2,4,5,2,0,0,0,45,39
38,2,255454,9,13,5,10,4,2,1,0,0,40,39
17,4,110723,1,7,4,12,3,4,0,0,0,25,39
32,5,124919,9,13,2,8,0,1,1,0,0,50,20
63,4,102412,11,9,0,12,1,4,0,0,0,40,39
35,4,407068,3,2,3,8,1,4,1,0,0,40,13
45,4,185385,11,9,2,7,0,4,1,0,0,40,39
38,4,415578,0,6,2,3,0,4,1,0,0,40,39
55,4,82098,11,9,2,4,0,1,1,0,0,55,39
39,4,339442,11,9,5,7,1,2,1,2176,0,40,39
47,4,303637,11,9,2,4,0,4,1,0,0,49,39
30,4,97521,9,13,2,12,0,4,1,0,0,50,39
32,4,236543,2,8,2,3,2,4,1,0,0,40,26
61,0,232618,14,15,2,0,0,4,1,0,0,40,39
52,4,76860,11,9,2,6,0,1,1,0,0,8,30
41,4,202168,15,10,2,4,0,4,1,0,0,60,39
38,4,179671,11,9,2,11,0,4,1,0,0,48,39
39,4,123945,11,9,2,1,5,4,0,0,0,40,39
33,4,278514,11,9,0,3,3,4,0,0,0,42,39
19,4,188568,15,10,4,9,1,4,0,0,0,40,39
56,4,131608,11,9,2,7,0,4,1,0,0,40,21
26,6,258306,0,6,2,5,0,4,1,0,0,99,39
47,4,169180,12,14,4,10,1,4,0,0,0,35,39
23,4,129980,15,10,4,6,2,4,1,0,0,40,39
43,4,188291,3,2,4,12,3,4,1,0,0,40,39
18,4,168740,1,7,4,6,3,4,1,0,0,30,39
30,4,97757,8,11,2,10,5,4,0,0,0,36,39
58,4,199067,9,13,0,4,1,4,1,0,0,65,39
40,4,87771,11,9,4,1,1,4,0,0,0,40,39
46,4,235646,11,9,2,3,0,4,1,0,0,40,39
45,4,240629,10,16,2,10,0,4,1,0,0,40,39
34,4,293703,15,10,2,3,0,1,1,0,0,40,30
20,4,32426,15,10,4,12,1,4,1,0,0,25,39
31,4,164190,15,10,2,10,0,4,1,0,0,50,39
28,4,76313,15,10,2,3,0,0,1,0,0,60,39
40,4,168071,7,12,0,10,1,4,1,0,0,50,39
44,7,185832,9,13,2,1,0,4,1,0,0,46,39
49,7,36177,9,13,2,4,0,4,1,0,0,45,39
20,4,279538,1,7,2,6,2,4,1,2961,0,35,39
25,1,406955,11,9,4,1,2,4,0,0,0,40,39
35,4,215323,8,11,0,8,4,4,0,0,0,35,39
48,4,277946,11,9,2,3,0,4,1,0,0,40,39
26,4,206600,9,13,4,3,3,4,1,0,0,40,26
48,4,272778,15,10,0,8,4,4,0,0,0,32,39
48,4,155509,15,10,4,3,1,2,0,0,0,40,39
49,6,225456,9,13,2,12,0,4,1,0,0,60,39
31,4,307543,0,6,4,14,3,4,1,0,0,99,5
33,5,155781,15,10,2,3,0,4,1,0,0,60,0
64,4,73413,11,9,2,12,0,4,1,0,0,50,39
31,4,73514,11,9,4,12,3,1,0,0,0,40,39
31,4,1033222,9,13,4,1,1,4,1,8614,0,40,39
34,2,93886,9,13,2,10,5,4,0,0,0,46,39
52,4,139671,15,10,2,4,0,4,1,0,1977,50,39
25,4,282612,8,11,4,13,4,2,0,0,0,40,39
53,4,182186,6,5,2,8,0,4,1,0,0,40,6
40,4,146659,11,9,2,12,0,4,1,0,0,60,39
53,4,195904,11,9,2,14,0,4,1,0,0,45,39
62,4,123582,0,6,0,8,4,4,0,0,0,40,39
54,1,175083,11,9,4,1,4,4,0,0,0,20,39
38,4,70995,11,9,0,10,1,4,1,0,0,45,39
39,7,142897,8,11,4,4,4,4,0,0,0,50,39
26,5,66872,2,8,2,12,0,3,1,0,0,98,6
38,4,108140,11,9,2,3,0,4,1,0,0,50,39
56,1,255386,15,10,2,1,0,1,1,0,0,40,25
22,4,161638,11,9,4,7,2,4,0,0,0,40,4
47,7,188386,9,13,2,10,0,4,1,0,0,45,39
23,6,184370,11,9,0,8,1,4,0,0,0,40,39
31,4,141410,15,10,4,14,1,2,1,0,0,40,39
27,0,130856,9,13,4,0,1,4,1,0,0,40,39
22,6,143062,11,9,4,8,3,4,1,0,0,40,12
35,5,152307,11,9,2,3,0,4,1,0,1485,40,39
69,6,165814,15,10,2,4,0,4,1,0,0,35,39
50,4,116933,11,9,0,12,1,4,0,0,0,33,39
24,4,387663,15,10,3,5,4,4,0,0,0,40,39
19,4,248730,15,10,4,11,3,4,1,0,0,30,39
38,4,357173,11,9,2,3,0,4,1,0,0,40,39
47,6,243631,9,13,2,10,0,1,1,0,0,40,35
26,4,359543,9,13,4,1,3,4,0,0,0,40,26
40,4,88368,15,10,0,1,4,4,0,914,0,40,39
30,4,164190,11,9,2,4,0,4,1,0,0,40,39
34,4,378723,0,6,5,4,4,4,0,0,0,45,39
34,2,143699,15,10,2,8,5,4,0,0,0,40,39
32,6,70985,11,9,2,5,0,4,1,4064,0,40,39
28,4,66473,11,9,2,7,0,4,1,0,0,40,39
23,4,175778,15,10,4,8,1,4,0,0,0,20,39
36,4,297847,11,9,4,8,1,2,0,0,2001,40,39
19,4,214935,15,10,4,6,3,4,1,0,0,40,39
21,4,116657,11,9,4,12,2,4,1,0,0,40,39
45,4,272729,11,9,0,8,1,4,0,0,0,40,39
42,0,32533,15,10,4,0,1,4,1,0,0,45,39
42,6,52131,15,10,4,4,1,4,1,0,0,40,39
47,4,216096,15,10,3,4,4,4,0,0,0,35,33
27,4,39665,11,9,0,12,4,4,0,0,0,37,39
27,4,199118,15,10,4,1,3,4,0,0,0,40,27
37,5,162164,11,9,2,3,0,4,1,0,0,40,39
42,7,184105,8,11,2,8,0,4,1,0,0,45,39
25,0,47011,9,13,4,0,3,4,1,0,0,20,39
57,4,124507,9,13,2,12,0,4,1,0,0,55,39
22,4,157145,8,11,4,3,3,4,1,0,0,50,39
21,4,216070,7,12,2,1,5,0,0,0,0,46,39
36,4,251730,15,10,4,12,1,4,1,0,0,50,39
34,6,114691,11,9,2,10,0,4,1,0,0,40,39
30,4,63910,11,9,2,12,3,1,0,0,0,40,39
40,4,197923,9,13,4,1,4,2,0,2977,0,40,39
34,2,229531,7,12,2,10,0,4,1,0,0,60,39
38,4,91039,9,13,2,12,0,4,1,15024,0,60,39
33,2,171889,11,9,0,14,4,4,0,0,0,43,39
34,4,361978,11,9,0,3,4,2,0,1471,0,40,39
62,6,215789,12,14,2,4,0,4,1,0,1977,50,39
41,2,177599,9,13,0,10,4,4,0,0,0,35,39
24,6,132320,11,9,0,7,1,4,1,0,0,50,39
29,4,157308,1,7,2,6,5,1,0,2829,0,14,30
21,4,321666,11,9,4,3,3,4,1,594,0,40,39
29,4,250679,11,9,4,3,1,4,1,0,0,40,39
21,0,102323,15,10,4,0,3,4,1,0,0,30,39
24,4,441700,9,13,4,13,3,4,1,0,0,40,39
32,4,206541,1,7,0,3,3,4,1,0,0,50,39
59,4,164970,11,9,2,10,0,2,1,0,0,60,39
44,6,234767,12,14,2,10,0,4,1,0,0,30,39
24,4,204653,15,10,4,3,3,4,1,0,0,40,39
57,2,52267,11,9,2,14,0,4,1,0,0,72,39
44,4,123572,6,5,2,7,0,2,1,0,0,40,39
27,4,43652,9,13,4,1,1,4,0,0,0,40,39
35,4,106961,11,9,2,12,0,4,1,0,0,60,39
28,4,149734,11,9,4,8,4,2,0,0,0,52,39
20,0,326624,11,9,4,0,3,4,0,0,0,40,39
48,4,185079,11,9,4,4,1,4,0,0,0,50,39
28,4,209205,12,14,2,10,0,4,1,0,0,45,39
19,1,255921,15,10,4,6,3,4,1,0,0,20,9
40,4,29927,11,9,0,1,4,4,0,0,0,45,9
46,4,182689,15,10,2,12,0,4,1,0,0,40,39
41,4,204682,11,9,0,3,4,4,1,2174,0,40,24
37,4,31368,15,10,2,3,0,4,1,0,0,40,39
34,4,111589,0,6,4,8,4,2,0,0,0,40,23
60,6,170114,6,5,2,5,0,4,1,0,1672,84,39
45,7,94754,12,14,2,1,0,4,1,0,0,40,19
62,2,123749,9,13,2,4,0,4,1,0,0,40,39
21,4,139722,11,9,4,3,1,4,1,0,0,40,33
32,4,286675,15,10,4,4,2,4,1,0,0,40,39
25,4,404616,12,14,2,5,1,4,1,0,0,99,39
60,0,174073,11,9,2,0,0,4,1,0,0,40,39
20,4,183594,15,10,4,14,3,4,1,0,0,40,39
50,4,93730,0,6,2,14,0,4,1,0,0,60,39
21,4,112906,8,11,4,8,3,4,0,0,0,44,39
45,4,199590,4,3,2,7,0,4,1,0,0,40,0
32,4,187815,9,13,2,4,0,4,1,0,0,45,39
44,4,116825,14,15,2,10,0,4,1,15024,0,80,39
33,4,182792,11,9,0,8,4,4,0,0,0,40,39
50,4,71898,4,3,2,7,5,1,0,0,0,35,30
19,4,157605,11,9,0,8,1,4,0,0,0,40,39
40,7,13492,11,9,2,11,0,0,1,0,0,84,39
45,4,358259,15,10,4,3,1,4,1,0,0,50,39
20,4,97295,15,10,4,1,1,4,0,0,0,25,39
49,4,225454,7,12,2,10,0,4,1,0,0,45,39
59,2,170423,11,9,2,8,0,4,1,0,0,40,39
45,4,189792,12,14,2,12,0,4,1,0,0,40,39
17,2,191910,1,7,4,12,3,4,1,0,0,20,39
46,4,145636,11,9,2,4,0,4,1,3103,0,50,39
48,5,250674,8,11,2,3,0,4,1,0,0,60,39
27,1,469705,11,9,4,3,1,2,1,0,1980,40,39
27,4,277760,11,9,0,4,4,4,0,0,0,40,39
23,4,70919,9,13,4,4,1,4,1,0,0,40,39
49,2,49275,11,9,4,3,1,4,1,0,0,50,39
49,4,547108,9,13,2,13,0,1,1,15024,0,40,0
57,6,113010,9,13,2,12,0,4,1,0,0,50,39
27,4,284859,15,10,2,6,0,4,1,0,0,50,39
24,4,99697,11,9,4,6,3,4,0,0,0,40,39
37,1,214542,15,10,0,1,4,2,0,0,0,40,39
22,4,83315,11,9,4,1,4,4,1,0,0,40,39
31,4,336543,11,9,2,4,0,1,1,0,0,45,39
31,4,254293,15,10,4,10,1,4,1,0,0,40,39
37,6,225860,7,12,3,5,1,4,1,0,0,50,39
37,6,86643,7,12,4,14,1,4,1,0,0,50,39
37,2,333664,15,10,5,1,1,4,0,0,0,40,39
36,4,107916,11,9,2,14,0,4,1,0,2002,40,39
30,1,97355,15,10,5,10,1,4,0,0,0,40,39
47,4,188330,11,9,2,14,0,4,1,0,0,25,39
25,0,177839,11,9,4,0,3,4,1,0,0,40,39
32,4,408328,5,4,2,3,0,4,1,0,0,40,39
23,4,388811,11,9,4,1,3,4,0,0,0,40,39
32,2,223267,12,14,2,10,0,4,1,0,0,48,39
54,4,266598,9,13,2,3,0,4,1,0,0,40,39
25,2,278404,9,13,4,4,1,4,1,0,0,40,39
40,4,175696,15,10,2,4,0,4,1,0,0,45,39
38,4,203761,8,11,4,13,1,4,0,2354,0,40,39
49,2,116892,9,13,0,10,1,2,0,0,0,40,39
21,4,321369,0,6,4,3,3,4,1,0,0,40,39
28,4,56179,15,10,4,4,1,4,1,2174,0,55,39
21,4,138768,15,10,4,12,2,4,1,0,0,40,39
39,4,357118,9,13,4,4,1,4,0,0,1974,40,39
33,4,182423,11,9,0,8,4,2,1,0,0,40,39
18,0,96244,15,10,4,0,3,4,1,0,0,45,39
48,4,304791,15,10,6,1,1,4,0,0,0,40,39
25,4,132683,11,9,4,9,1,4,0,0,0,50,39
48,4,285570,11,9,2,1,0,4,1,0,0,40,39
31,4,157640,9,13,2,12,0,4,1,7688,0,55,39
41,4,94113,11,9,2,3,0,4,1,99999,0,60,39
39,1,376455,14,15,2,10,0,4,1,0,1887,50,39
21,4,265356,15,10,4,12,2,4,1,0,0,40,39
40,4,279679,15,10,0,4,1,4,1,0,0,45,39
53,4,48641,2,8,4,8,1,3,0,0,0,35,39
30,2,346122,7,12,2,11,0,4,1,5013,0,45,39
47,6,149116,12,14,4,10,1,4,0,0,0,50,39
35,4,103986,8,11,2,13,0,4,1,0,0,40,39
76,4,201240,11,9,4,1,2,4,0,0,0,40,39
44,4,355728,15,10,5,4,1,4,1,0,1980,45,9
42,4,137907,11,9,0,1,4,4,0,0,0,35,39
63,4,286990,15,10,2,12,0,4,1,0,0,50,39
46,4,383384,11,9,2,10,0,4,1,0,0,40,39
54,0,187221,5,4,4,0,1,4,0,0,0,25,39
59,4,264357,0,6,2,14,0,4,1,0,0,50,39
49,4,163021,11,9,0,4,4,4,0,0,0,40,39
49,2,149210,9,13,2,11,0,2,1,15024,0,40,39
42,1,460214,15,10,2,1,0,4,1,0,0,40,39
28,1,163862,9,13,2,4,0,4,1,5178,0,40,39
22,4,29810,15,10,4,14,3,4,0,0,0,30,39
36,7,183735,12,14,2,10,0,4,1,0,0,40,39
36,4,224531,9,13,2,12,0,4,1,0,0,50,39
37,2,239161,15,10,5,11,3,3,1,0,0,52,39
57,2,174132,12,14,2,10,5,2,0,0,1977,40,39
52,4,146767,11,9,2,7,0,4,1,0,0,40,39
35,4,107991,1,7,4,12,1,4,1,0,0,45,39
24,0,184975,11,9,4,0,1,4,0,0,0,25,39
31,4,118941,15,10,4,4,1,4,0,0,0,40,39
67,6,36876,11,9,2,5,0,4,1,0,0,40,39
31,4,327825,11,9,5,7,4,4,0,0,2238,40,39
29,4,163003,9,13,4,1,3,1,0,2202,0,40,36
43,4,86797,15,10,2,8,0,4,1,0,0,40,39
32,4,127895,15,10,4,1,3,2,0,0,0,40,39
70,4,132670,12,14,2,12,0,4,1,9386,0,4,39
21,0,149704,11,9,4,0,1,4,0,1055,0,40,39
48,5,54190,14,15,2,10,0,4,1,15024,0,40,39
90,4,171956,15,10,5,1,3,4,0,0,0,40,33
21,4,265361,11,9,4,5,1,4,1,0,0,50,39
36,4,94954,11,9,0,14,1,4,0,0,0,40,39
33,4,330715,11,9,2,12,0,4,1,0,0,55,39
45,4,350440,11,9,2,4,0,1,1,0,0,40,39
20,7,375931,15,10,4,1,3,4,1,0,0,15,39
36,4,269784,0,6,5,6,4,4,0,0,0,40,39
20,4,218178,11,9,4,6,1,4,1,0,0,40,39
22,4,275385,15,10,4,8,2,4,1,0,0,25,39
41,4,126845,15,10,2,1,0,4,1,0,0,40,39
48,4,165267,0,6,2,5,0,2,1,0,0,40,39
18,4,120243,1,7,4,6,3,4,1,0,0,17,39
30,6,243665,11,9,2,12,0,4,1,0,0,50,39
44,5,327573,12,14,0,10,1,4,1,0,0,40,39
47,2,194360,11,9,2,8,5,4,0,0,0,7,39
49,4,191320,11,9,0,8,1,4,0,0,0,24,39
24,4,165475,11,9,4,5,1,4,1,0,0,25,39
85,6,166027,11,9,6,12,1,4,0,0,0,50,39
17,4,175024,1,7,4,6,3,4,1,2176,0,18,39
62,4,92178,0,6,2,7,0,4,1,0,0,40,39
31,4,263561,9,13,2,4,0,4,1,0,2246,45,39
20,0,249087,15,10,4,0,3,4,0,0,0,40,39
32,4,199963,1,7,2,7,5,4,0,0,0,40,39
40,4,121466,11,9,0,1,1,4,1,0,0,40,39
39,6,457453,11,9,2,3,0,2,1,0,0,40,39
26,4,283715,11,9,4,3,3,4,1,0,0,40,39
41,0,344572,11,9,0,0,4,4,0,0,0,40,39
21,4,301556,11,9,4,8,3,4,0,0,0,19,39
22,0,229997,15,10,3,0,4,2,0,0,0,40,39
23,4,126540,0,6,2,6,0,4,1,0,0,40,39
38,4,175232,11,9,2,7,0,4,1,0,0,48,39
33,6,99761,9,13,4,8,1,4,0,0,0,15,39
20,4,112854,15,10,4,13,1,4,0,0,0,32,39
23,4,39615,15,10,4,6,3,4,1,0,0,10,39
35,4,209629,11,9,0,4,1,4,1,0,0,40,39
29,4,199116,11,9,2,7,0,4,1,0,0,40,33
41,6,252986,12,14,2,10,0,4,1,0,0,40,39
31,4,48456,15,10,4,12,1,4,0,0,0,40,39
26,4,236564,11,9,4,6,1,4,1,0,0,40,39
57,1,370890,11,9,4,1,1,4,1,0,2258,40,39
51,2,33863,12,14,2,10,0,4,1,0,0,45,39
31,4,157886,15,10,2,8,5,4,0,0,0,40,39
51,4,123703,11,9,2,7,0,4,1,4386,0,40,39
29,4,102345,8,11,5,3,1,4,1,0,0,40,39
23,4,130773,9,13,4,4,4,4,1,0,0,40,39
40,6,355856,9,13,3,4,1,1,1,0,0,40,39
44,4,146906,14,15,2,10,0,4,1,0,0,50,39
49,4,268022,9,13,2,12,0,4,1,0,0,50,39
56,4,314727,11,9,2,3,0,4,1,0,0,35,39
57,6,321456,11,9,2,5,0,4,1,0,0,20,39
28,4,214026,11,9,0,12,4,4,0,0,0,35,39
45,4,339863,9,13,0,12,1,4,1,8614,0,48,39
48,4,146497,9,13,2,1,5,4,0,0,0,50,39
45,4,132847,9,13,4,12,1,4,0,0,0,50,39
17,4,165918,1,7,4,6,3,4,1,0,0,20,29
43,4,316183,5,4,2,7,0,4,1,0,0,40,39
53,2,146834,11,9,2,8,0,4,1,0,0,45,39
43,4,139277,11,9,6,3,4,4,0,0,0,40,22
59,4,168145,11,9,0,3,1,4,0,0,0,40,39
18,4,128086,2,8,4,6,3,4,1,0,0,18,39
29,4,176037,8,11,0,13,1,2,1,14344,0,40,39
18,4,317425,1,7,4,8,3,2,1,0,0,7,39
23,4,163595,9,13,2,12,0,4,1,0,0,40,39
29,0,410351,9,13,4,0,1,4,1,0,0,40,39
40,4,184682,15,10,0,1,4,4,0,0,0,40,39
29,6,116207,11,9,2,10,0,4,1,0,0,65,39
36,2,28996,11,9,2,14,0,4,1,0,0,40,39
32,4,80058,1,7,0,12,1,4,1,0,0,43,39
40,4,114200,11,9,3,4,1,4,1,0,0,40,39
51,1,40808,9,13,4,10,1,0,0,0,0,43,39
32,4,226975,15,10,4,12,3,4,1,0,1876,60,39
21,4,270043,15,10,4,13,3,4,0,0,0,25,39
34,4,102858,11,9,5,1,4,4,1,0,0,40,39
44,4,231853,11,9,2,6,0,2,1,0,1902,40,39
47,6,131826,15,10,2,12,0,4,1,0,0,40,39
31,4,264864,11,9,2,7,5,0,0,0,0,40,39
23,4,86939,11,9,0,6,1,4,1,0,0,50,39
32,4,49398,9,13,5,10,1,4,1,10520,0,40,39
54,4,68985,12,14,2,12,0,4,1,0,0,55,39
47,1,191858,7,12,2,1,0,4,1,0,0,40,39
44,4,162184,15,10,5,1,4,4,0,0,0,40,39
66,0,210750,15,10,2,0,0,4,1,0,0,50,39
43,5,150533,7,12,2,4,0,4,1,0,0,50,39
35,0,98080,14,15,4,0,1,1,1,4787,0,45,24
30,4,391114,11,9,2,6,0,4,1,0,0,60,39
50,4,167886,15,10,2,12,0,4,1,0,0,40,39
32,1,228696,15,10,0,1,4,4,1,0,0,40,26
42,4,263339,11,9,2,3,0,4,1,5178,0,40,39
29,4,118337,11,9,2,14,0,4,1,0,0,60,39
29,2,400074,15,10,2,4,3,4,0,0,0,40,39
38,4,170174,11,9,4,10,1,4,1,0,0,60,39
68,6,197015,11,9,2,5,0,4,1,0,0,45,39
39,4,271521,9,13,2,10,0,1,1,0,0,48,30
45,4,216414,12,14,2,13,0,4,1,0,0,50,39
38,2,140854,11,9,2,11,0,4,1,0,0,40,39
58,0,210031,11,9,0,0,4,4,1,0,0,40,39
47,4,167159,11,9,2,6,0,4,1,0,0,40,39
25,0,214925,0,6,4,0,3,2,1,0,0,40,39
36,4,588739,9,13,0,12,1,4,0,0,0,40,19
79,4,266119,9,13,2,12,0,4,1,0,0,40,39
51,4,177927,10,16,2,10,0,4,1,0,0,60,39
18,4,276540,2,8,4,12,3,2,0,0,0,15,39
43,4,147110,15,10,2,10,0,4,1,0,0,40,39
41,1,149102,11,9,4,6,1,4,1,0,1980,40,39
39,6,152587,11,9,4,3,3,4,1,0,0,40,39
45,7,86618,12,14,4,4,1,4,0,0,0,50,39
19,4,96483,11,9,4,8,3,1,0,0,0,40,39
38,4,233571,15,10,2,13,5,4,0,0,1902,40,39
41,4,197919,11,9,2,1,5,4,0,0,0,60,39
45,4,386940,9,13,0,4,3,4,1,0,1408,40,39
59,4,189721,9,13,2,6,0,4,1,0,0,40,22
38,4,99233,14,15,4,4,1,4,1,0,0,40,39
44,4,248406,7,12,2,3,0,4,1,0,0,40,39
47,4,301431,15,10,0,7,4,4,0,0,0,40,39
57,6,287229,11,9,2,3,0,4,1,0,0,48,39
51,4,95128,11,9,0,3,1,4,1,0,0,40,39
40,4,215596,9,13,3,8,1,3,1,0,0,40,26
39,4,278557,8,11,2,3,0,4,1,0,1628,48,39
20,4,107658,15,10,4,13,1,4,0,0,0,10,2
53,4,283320,9,13,0,13,1,4,0,0,0,40,39
33,4,283921,15,10,2,3,0,4,1,0,0,40,39
31,4,147215,2,8,0,8,4,4,0,0,0,21,39
28,0,131310,11,9,5,0,4,4,0,0,0,40,39
30,4,398827,11,9,1,1,0,4,1,0,0,60,39
